1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: FA0000002B98F121
Is Mission Active?  false
Mission Start:  Mon Sep 07 11:32:00 MSK 2015
Sample Rate:  Every 1 minute(s)
Number of Mission Samples:  1665
Total Samples:  109713
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
07.09.15 18:36:00,C,6,5
07.09.15 18:40:00,C,6,5
07.09.15 18:41:00,C,6,5
07.09.15 18:42:00,C,6,5
07.09.15 18:43:00,C,6
07.09.15 18:44:00,C,6
07.09.15 18:51:00,C,6
07.09.15 18:52:00,C,6
07.09.15 18:53:00,C,6
07.09.15 18:54:00,C,6
07.09.15 18:55:00,C,6
07.09.15 18:56:00,C,5,5
07.09.15 18:57:00,C,5,5
07.09.15 18:58:00,C,5,5
07.09.15 19:05:00,C,5,5
07.09.15 19:06:00,C,5,5
07.09.15 19:07:00,C,5,5
07.09.15 19:08:00,C,5
07.09.15 19:09:00,C,5
07.09.15 19:10:00,C,5
07.09.15 19:11:00,C,5
07.09.15 19:25:00,C,5
07.09.15 19:26:00,C,5
07.09.15 19:27:00,C,4,5
07.09.15 19:28:00,C,4,5
07.09.15 19:29:00,C,4,5
07.09.15 19:30:00,C,4,5
07.09.15 19:43:00,C,4,5
07.09.15 19:44:00,C,4,5
07.09.15 19:45:00,C,7
07.09.15 19:46:00,C,7,5
07.09.15 19:47:00,C,5
07.09.15 19:48:00,C,4,5
07.09.15 19:49:00,C,4,5
07.09.15 19:50:00,C,4,5
07.09.15 19:51:00,C,4,5
07.09.15 19:52:00,C,4,5
07.09.15 19:53:00,C,4,5
07.09.15 19:54:00,C,4,5
07.09.15 19:55:00,C,4,5
07.09.15 19:56:00,C,4,5
07.09.15 19:57:00,C,4,5
07.09.15 19:58:00,C,4,5
07.09.15 19:59:00,C,4
07.09.15 20:00:00,C,4
07.09.15 20:01:00,C,4
07.09.15 20:02:00,C,4
07.09.15 20:23:00,C,5
07.09.15 20:24:00,C,6
07.09.15 20:25:00,C,10
07.09.15 20:26:00,C,4
07.09.15 20:27:00,C,4
07.09.15 20:28:00,C,3,5
07.09.15 20:29:00,C,3,5
07.09.15 20:30:00,C,3,5
07.09.15 20:31:00,C,3,5
07.09.15 20:32:00,C,3,5
07.09.15 21:19:00,C,3,5
07.09.15 21:20:00,C,3,5
07.09.15 21:21:00,C,3,5
07.09.15 21:22:00,C,3,5
07.09.15 21:23:00,C,8
07.09.15 21:24:00,C,22
07.09.15 21:25:00,C,19
07.09.15 21:26:00,C,19,5
07.09.15 21:27:00,C,19,5
07.09.15 21:28:00,C,20
07.09.15 21:29:00,C,20
07.09.15 21:30:00,C,25
07.09.15 21:31:00,C,30
07.09.15 21:32:00,C,20,5
07.09.15 21:33:00,C,22
07.09.15 21:34:00,C,20,5
07.09.15 21:35:00,C,20,5
07.09.15 21:36:00,C,21
07.09.15 21:37:00,C,21
07.09.15 21:38:00,C,21
07.09.15 21:39:00,C,21,5
07.09.15 21:40:00,C,21,5
07.09.15 21:41:00,C,21,5
07.09.15 21:42:00,C,21,5
07.09.15 21:43:00,C,21,5
07.09.15 21:44:00,C,21,5
